135	143	135	143
134.751	144.047		
134.463	145.01		
134.137	145.891		
133.775	146.693		
133.377	147.417		
132.945	148.065		
132.478	148.641		
131.977	149.146		
131.444	149.582		
130.88	149.952		
130.285	150.258		
129.66	150.502		
129.005	150.686		
128.323	150.814		
127.612	150.886		
126.876	150.905		
126.113	150.873		
125.326	150.793		
124.515	150.666		
123.68	150.496		
122.823	150.284		
121.944	150.032		
121.045	149.743		
120.126	149.419		
119.188	149.062		
118.231	148.675		
117.257	148.259		
116.267	147.817		
115.261	147.352		
114.24	146.864		
113.205	146.357		
112.157	145.833		
111.097	145.294		
110.025	144.742		
108.943	144.18		
107.85	143.609		
106.749	143.032		
105.64	142.452		
104.523	141.869		
103.4	141.288		
102.271	140.709		
101.138	140.136		
100.001	139.57		
98.8602	139.013		
97.7175	138.469		
96.5734	137.938		
95.4288	137.423		
94.2845	136.927		
93.1413	136.452		
92	136	92	136
90.8275	135.533		
89.5924	135.013		
88.2978	134.443		
86.9471	133.826		
85.5435	133.164		
84.0904	132.46		
82.591	131.716		
81.0486	130.935		
79.4665	130.119		
77.848	129.272		
76.1964	128.395		
74.5149	127.492		
72.807	126.565		
71.0757	125.616		
69.3245	124.648		
67.5566	123.664		
65.7753	122.666		
63.9839	121.657		
62.1857	120.639		
60.384	119.616		
58.582	118.589		
56.7831	117.562		
54.9905	116.536		
53.2076	115.514		
51.4375	114.5		
49.6836	113.495		
47.9493	112.503		
46.2377	111.525		
44.5522	110.564		
42.896	109.624		
41.2725	108.706		
39.6849	107.813		
38.1365	106.948		
36.6306	106.114		
35.1705	105.312		
33.7595	104.546		
32.4008	103.818		
31.0979	103.13		
29.8538	102.486		
28.672	101.888		
27.5557	101.338		
26.5082	100.84		
25.5328	100.395		
24.6328	100.006		
23.8115	99.676		
23.0721	99.4076		
22.418	99.2031		
21.8524	99.0653		
21.3787	98.9968		
21	99	21	99
20.7271	99.0887		
20.5654	99.2722		
20.5108	99.5463		
20.5587	99.9071		
20.705	100.351		
20.9453	100.872		
21.2752	101.469		
21.6906	102.135		
22.1869	102.869		
22.76	103.664		
23.4055	104.518		
24.119	105.425		
24.8964	106.383		
25.7331	107.387		
26.625	108.434		
27.5677	109.518		
28.5568	110.635		
29.5882	111.783		
30.6573	112.957		
31.76	114.152		
32.8919	115.365		
34.0486	116.592		
35.226	117.828		
36.4195	119.069		
37.625	120.312		
38.8381	121.553		
40.0544	122.787		
41.2698	124.01		
42.4797	125.218		
43.68	126.408		
44.8663	127.575		
46.0342	128.714		
47.1796	129.823		
48.2979	130.897		
49.385	131.931		
50.4365	132.923		
51.448	133.867		
52.4154	134.76		
53.3341	135.598		
54.2	136.376		
55.0087	137.091		
55.7558	137.738		
56.4372	138.314		
57.0483	138.814		
57.585	139.235		
58.0429	139.571		
58.4176	139.82		
58.705	139.977		
58.9005	140.039		
59	140	59	140
58.9876	139.88		
58.8543	139.7		
58.606	139.461		
58.2486	139.166		
57.788	138.816		
57.2301	138.412		
56.5809	137.956		
55.8462	137.449		
55.0319	136.892		
54.144	136.288		
53.1883	135.637		
52.1708	134.942		
51.0972	134.203		
49.9737	133.423		
48.806	132.602		
47.6001	131.742		
46.3618	130.845		
45.0971	129.912		
43.8119	128.944		
42.512	127.944		
41.2034	126.912		
39.892	125.85		
38.5837	124.76		
37.2844	123.643		
36	122.5		
34.7364	121.333		
33.4995	120.144		
32.2952	118.934		
31.1294	117.704		
30.008	116.456		
28.9369	115.192		
27.9221	113.912		
26.9694	112.619		
26.0847	111.314		
25.274	109.998		
24.5431	108.673		
23.898	107.341		
23.3444	106.002		
22.8885	104.659		
22.536	103.312		
22.2929	101.964		
22.165	100.615		
22.1583	99.2683		
22.2787	97.924		
22.532	96.584		
22.9242	95.2497		
23.4612	93.9227		
24.1489	92.6044		
24.9932	91.2964		
26	90	26	90
27.1946	88.6789		
28.5926	87.2977		
30.1857	85.8595		
31.9651	84.3674		
33.9225	82.8245		
36.0493	81.2339		
38.3369	79.5986		
40.777	77.9218		
43.3608	76.2066		
46.08	74.456		
48.926	72.6732		
51.8902	70.8612		
54.9643	69.0233		
58.1395	67.1623		
61.4075	65.2815		
64.7597	63.3839		
68.1875	61.4727		
71.6826	59.5509		
75.2362	57.6216		
78.84	55.688		
82.4854	53.7531		
86.1638	51.82		
89.8669	49.8918		
93.5859	47.9716		
97.3125	46.0625		
101.038	44.1676		
104.754	42.29		
108.452	40.4328		
112.124	38.5991		
115.76	36.792		
119.353	35.0146		
122.893	33.2699		
126.373	31.5611		
129.784	29.8913		
133.117	28.2635		
136.364	26.6809		
139.517	25.1465		
142.566	23.6636		
145.503	22.235		
148.32	20.864		
151.008	19.5536		
153.559	18.307		
155.964	17.1272		
158.215	16.0173		
160.302	14.9805		
162.219	14.0198		
163.955	13.1383		
165.503	12.3391		
166.854	11.6253		
